"","PIT","PITYear","Year","Location","Direction","GroundSpeed_mps","Culvert"
"1","228000009905","228000009905-2014","2014","TG-HT","Down",0.659557247101526,"Non-culvert"
"2","228000009905","228000009905-2014","2014","HT-BBI","Down",0.718654866595841,"Non-culvert"
"3","228000009906","228000009906-2014","2014","TG-HT","Down",0.0684299916313904,"Non-culvert"
"4","228000009906","228000009906-2014","2014","HT-BBI","Down",1.05143408725207,"Non-culvert"
"5","228000009908","228000009908-2014","2014","TG-HT","Down",0.473363072805578,"Non-culvert"
"6","228000009908","228000009908-2014","2014","HT-BBI","Down",0.852746122142988,"Non-culvert"
"7","228000009920","228000009920-2014","2014","TG-HT","Down",0.12553499368769,"Non-culvert"
"8","228000009920","228000009920-2014","2014","HT-BBI","Down",0.857223159078134,"Non-culvert"
"9","228000009921","228000009921-2014","2014","TG-HT","Down",0.0190979898627479,"Non-culvert"
"10","228000009921","228000009921-2014","2014","HT-BBI","Down",0.844823861198833,"Non-culvert"
"11","228000009922","228000009922-2014","2014","TG-HT","Down",0.0414461060848947,"Non-culvert"
"12","228000009922","228000009922-2014","2014","HT-BBI","Down",0.592820074237296,"Non-culvert"
"13","228000009923","228000009923-2014","2014","TG-HT","Down",0.264753661292054,"Non-culvert"
"14","228000009923","228000009923-2014","2014","HT-BBI","Down",0.799517668089741,"Non-culvert"
"15","228000009923","228000009923-2015","2015","TG-HT","Up",0.243529639892867,"Non-culvert"
"16","228000009923","228000009923-2015","2015","HT-BBI","Up",0.413730985327651,"Non-culvert"
"17","228000009923","228000009923-2015","2015","HT-BBI","Down",0.583510937479935,"Non-culvert"
"18","228000009923","228000009923-2015","2015","BBI-R6","Up",0.607239942878449,"Non-culvert"
"19","228000009923","228000009923-2015","2015","BBI-R6","Down",0.698569114487704,"Non-culvert"
"20","228000009923","228000009923-2015","2015","VCS-OKH","Up",0.633173637031247,"Non-culvert"
"21","228000009923","228000009923-2015","2015","OKH-HPO","Up",0.524464673949756,"Non-culvert"
"22","228000009923","228000009923-2015","2015","OKH-HPO","Down",0.848787100424328,"Non-culvert"
"23","228000009923","228000009923-2016","2016","HT-BBI","Down",0.541927413714674,"Non-culvert"
"24","228000009923","228000009923-2016","2016","BBI-R6","Up",0.620824617064921,"Non-culvert"
"25","228000009923","228000009923-2016","2016","BP-VCS","Up",0.379164024829771,"Non-culvert"
"26","228000009923","228000009923-2016","2016","OKH-HPO","Up",0.629511658115928,"Non-culvert"
"27","228000009923","228000009923-2016","2016","OKH-HPO","Down",0.537261534396754,"Non-culvert"
"28","228000009924","228000009924-2014","2014","TG-HT","Down",0.104713325812938,"Non-culvert"
"29","228000009924","228000009924-2014","2014","HT-BBI","Down",0.330753097688431,"Non-culvert"
"30","228000009924","228000009924-2014","2014","OKH-HPO","Up",0.61810827579196,"Non-culvert"
"31","228000009925","228000009925-2014","2014","TG-HT","Down",0.0873335294077082,"Non-culvert"
"32","228000009925","228000009925-2014","2014","HT-BBI","Up",0.345814398568765,"Non-culvert"
"33","228000009925","228000009925-2014","2014","HT-BBI","Down",0.887980528543531,"Non-culvert"
"34","228000009925","228000009925-2014","2014","OKH-HPO","Up",0.500321668403029,"Non-culvert"
"35","228000009927","228000009927-2014","2014","TG-HT","Up",0.0621596685361668,"Non-culvert"
"36","228000009927","228000009927-2015","2015","TG-HT","Up",0.341721926384377,"Non-culvert"
"37","228000009927","228000009927-2015","2015","HT-BBI","Up",0.50863851643511,"Non-culvert"
"38","228000009927","228000009927-2015","2015","HT-BBI","Down",0.0918806431289857,"Non-culvert"
"39","228000009927","228000009927-2015","2015","BBI-R6","Down",1.05068142016676,"Non-culvert"
"40","228000009927","228000009927-2015","2015","VCS-OKH","Up",0.155965936288273,"Non-culvert"
"41","228000009927","228000009927-2015","2015","VCS-OKH","Down",1.3092369511341,"Non-culvert"
"42","228000009927","228000009927-2015","2015","OKH-HPO","Up",0.628202445374426,"Non-culvert"
"43","228000009927","228000009927-2015","2015","OKH-HPO","Down",0.867720675449359,"Non-culvert"
"44","228000009928","228000009928-2014","2014","TG-HT","Down",0.765504605579507,"Non-culvert"
"45","228000009928","228000009928-2014","2014","HT-BBI","Down",0.585979527215895,"Non-culvert"
"46","228000009928","228000009928-2015","2015","TG-HT","Down",0.181763076300513,"Non-culvert"
"47","228000009928","228000009928-2015","2015","HT-BBI","Up",0.391855571028965,"Non-culvert"
"48","228000009928","228000009928-2015","2015","HT-BBI","Down",0.994366344209047,"Non-culvert"
"49","228000009928","228000009928-2015","2015","BBI-R6","Up",0.404777812176039,"Non-culvert"
"50","228000009928","228000009928-2015","2015","BBI-R6","Down",0.824003582637306,"Non-culvert"
"51","228000009928","228000009928-2015","2015","VCS-OKH","Down",0.978195638941212,"Non-culvert"
"52","228000009928","228000009928-2015","2015","OKH-HPO","Up",0.600084478881245,"Non-culvert"
"53","228000009928","228000009928-2015","2015","OKH-HPO","Down",0.72266632416636,"Non-culvert"
"54","228000009930","228000009930-2014","2014","TG-HT","Down",0.00902342570067337,"Non-culvert"
"55","228000009930","228000009930-2014","2014","HT-BBI","Down",0.4397004846821,"Non-culvert"
"56","228000009931","228000009931-2014","2014","TG-HT","Down",0.0778314800815008,"Non-culvert"
"57","228000009931","228000009931-2014","2014","HT-BBI","Down",0.812761149513014,"Non-culvert"
"58","228000009931","228000009931-2014","2014","OKH-HPO","Up",0.190132928896276,"Non-culvert"
"59","228000009931","228000009931-2015","2015","TG-HT","Up",0.302855781072482,"Non-culvert"
"60","228000009931","228000009931-2015","2015","HT-BBI","Up",0.644319007645342,"Non-culvert"
"61","228000009931","228000009931-2015","2015","HT-BBI","Down",0.315208988730614,"Non-culvert"
"62","228000009931","228000009931-2015","2015","BBI-R6","Up",0.55691695794439,"Non-culvert"
"63","228000009931","228000009931-2015","2015","BBI-R6","Down",0.671781654714809,"Non-culvert"
"64","228000009931","228000009931-2015","2015","VCS-OKH","Down",1.02002503007162,"Non-culvert"
"65","228000009931","228000009931-2015","2015","OKH-HPO","Down",0.830616148161261,"Non-culvert"
"66","228000009931","228000009931-2016","2016","HT-BBI","Up",0.546967468857557,"Non-culvert"
"67","228000009931","228000009931-2016","2016","HT-BBI","Down",0.863596980581147,"Non-culvert"
"68","228000009931","228000009931-2016","2016","BBI-R6","Up",0.287799458001178,"Non-culvert"
"69","228000009931","228000009931-2016","2016","BBI-R6","Down",0.902186822347111,"Non-culvert"
"70","228000009931","228000009931-2016","2016","R6-BP","Down",0.907511941030103,"Non-culvert"
"71","228000009931","228000009931-2016","2016","BP-VCS","Down",0.941412967438524,"Non-culvert"
"72","228000009931","228000009931-2016","2016","VCS-OKH","Down",1.00369458069138,"Non-culvert"
"73","228000009931","228000009931-2016","2016","OKH-HPO","Up",0.511175249279354,"Non-culvert"
"74","228000009931","228000009931-2016","2016","OKH-HPO","Down",0.971946097818026,"Non-culvert"
"75","228000009931","228000009931-2017","2017","OKH-HPO","Up",0.627012203998187,"Non-culvert"
"76","228000009931","228000009931-2017","2017","OKH-HPO","Down",0.83747857302268,"Non-culvert"
"77","228000009935","228000009935-2014","2014","TG-HT","Up",0.0617953950129524,"Non-culvert"
"78","228000009935","228000009935-2014","2014","TG-HT","Down",0.0157088152205488,"Non-culvert"
"79","228000009935","228000009935-2014","2014","HT-BBI","Down",0.168494509841007,"Non-culvert"
"80","228000009935","228000009935-2015","2015","TG-HT","Up",0.258137372610095,"Non-culvert"
"81","228000009935","228000009935-2015","2015","HT-BBI","Up",0.590375904942241,"Non-culvert"
"82","228000009935","228000009935-2015","2015","BBI-R6","Up",0.546372364655626,"Non-culvert"
"83","228000009937","228000009937-2014","2014","TG-HT","Down",0.212321615036547,"Non-culvert"
"84","228000009937","228000009937-2014","2014","HT-BBI","Down",0.896241662039162,"Non-culvert"
"85","228000009938","228000009938-2014","2014","TG-HT","Down",0.238799359325776,"Non-culvert"
"86","228000009938","228000009938-2014","2014","HT-BBI","Down",0.768963135128757,"Non-culvert"
"87","228000009940","228000009940-2014","2014","TG-HT","Down",0.037224759085226,"Non-culvert"
"88","228000009940","228000009940-2014","2014","HT-BBI","Down",0.851142204914596,"Non-culvert"
"89","228000009941","228000009941-2014","2014","TG-HT","Down",0.0305394263994317,"Non-culvert"
"90","228000009941","228000009941-2014","2014","HT-BBI","Down",0.803299586040094,"Non-culvert"
"91","228000009942","228000009942-2015","2015","TG-HT","Up",0.0692122062450501,"Non-culvert"
"92","228000009942","228000009942-2015","2015","HT-BBI","Up",0.446284861444664,"Non-culvert"
"93","228000009942","228000009942-2015","2015","HT-BBI","Down",0.120912560792518,"Non-culvert"
"94","228000009942","228000009942-2015","2015","BBI-R6","Up",0.53529983472757,"Non-culvert"
"95","228000009942","228000009942-2015","2015","VCS-OKH","Up",0.359162687959953,"Non-culvert"
"96","228000009942","228000009942-2015","2015","VCS-OKH","Down",0.999591167697,"Non-culvert"
"97","228000009942","228000009942-2015","2015","OKH-HPO","Down",0.669775972113097,"Non-culvert"
"98","228000009946","228000009946-2014","2014","TG-HT","Down",0.0376466920548136,"Non-culvert"
"99","228000009946","228000009946-2014","2014","HT-BBI","Down",0.363306301761211,"Non-culvert"
"100","228000009947","228000009947-2014","2014","TG-HT","Down",0.0581654006041999,"Non-culvert"
"101","228000009947","228000009947-2014","2014","HT-BBI","Down",0.828174215228098,"Non-culvert"
"102","228000009948","228000009948-2014","2014","TG-HT","Up",0.0337193235098535,"Non-culvert"
"103","228000009948","228000009948-2014","2014","TG-HT","Down",0.0360497449332627,"Non-culvert"
"104","228000009948","228000009948-2014","2014","HT-BBI","Up",0.306512947915001,"Non-culvert"
"105","228000009948","228000009948-2014","2014","HT-BBI","Down",0.780162887767905,"Non-culvert"
"106","228000009948","228000009948-2014","2014","OKH-HPO","Up",0.459883268919265,"Non-culvert"
"107","228000009948","228000009948-2015","2015","TG-HT","Up",0.176976332420546,"Non-culvert"
"108","228000009948","228000009948-2015","2015","HT-BBI","Up",0.71017435365961,"Non-culvert"
"109","228000009948","228000009948-2015","2015","HT-BBI","Down",0.528975729584418,"Non-culvert"
"110","228000009948","228000009948-2015","2015","BBI-R6","Down",0.668761257091056,"Non-culvert"
"111","228000009948","228000009948-2015","2015","VCS-OKH","Down",1.04375667234878,"Non-culvert"
"112","228000009948","228000009948-2015","2015","OKH-HPO","Down",0.652038189061934,"Non-culvert"
"113","228000009948","228000009948-2016","2016","HT-BBI","Up",0.502155151109812,"Non-culvert"
"114","228000009948","228000009948-2016","2016","HT-BBI","Down",0.687581157096533,"Non-culvert"
"115","228000009948","228000009948-2016","2016","BBI-R6","Up",0.363475670250736,"Non-culvert"
"116","228000009948","228000009948-2016","2016","BBI-R6","Down",0.611070110701107,"Non-culvert"
"117","228000009948","228000009948-2016","2016","R6-BP","Down",0.72884376936486,"Non-culvert"
"118","228000009948","228000009948-2016","2016","BP-VCS","Up",0.297134907025514,"Non-culvert"
"119","228000009948","228000009948-2016","2016","BP-VCS","Down",0.499351241731472,"Non-culvert"
"120","228000009948","228000009948-2016","2016","OKH-HPO","Up",0.696550840519082,"Non-culvert"
"121","228000009948","228000009948-2016","2016","OKH-HPO","Down",0.767107020454291,"Non-culvert"
"122","228000009952","228000009952-2014","2014","TG-HT","Down",0.0652210305596605,"Non-culvert"
"123","228000009952","228000009952-2014","2014","HT-BBI","Down",0.765158927199045,"Non-culvert"
"124","228000009954","228000009954-2014","2014","TG-HT","Down",0.0662868497446326,"Non-culvert"
"125","228000009954","228000009954-2014","2014","HT-BBI","Up",0.548815817404142,"Non-culvert"
"126","228000009954","228000009954-2014","2014","HT-BBI","Down",0.782990871062093,"Non-culvert"
"127","228000009956","228000009956-2014","2014","TG-HT","Down",0.065968094924611,"Non-culvert"
"128","228000009956","228000009956-2014","2014","HT-BBI","Down",0.807378112409056,"Non-culvert"
"129","228000009958","228000009958-2015","2015","TG-HT","Up",0.238043206792194,"Non-culvert"
"130","228000009958","228000009958-2015","2015","HT-BBI","Up",0.6211281315962,"Non-culvert"
"131","228000009958","228000009958-2015","2015","HT-BBI","Down",0.551860402864759,"Non-culvert"
"132","228000009958","228000009958-2015","2015","BBI-R6","Up",0.399538054226084,"Non-culvert"
"133","228000009958","228000009958-2015","2015","BBI-R6","Down",0.735592427279938,"Non-culvert"
"134","228000009958","228000009958-2015","2015","VCS-OKH","Up",0.187939582571375,"Non-culvert"
"135","228000009958","228000009958-2015","2015","OKH-HPO","Up",0.700083001368657,"Non-culvert"
"136","228000009958","228000009958-2015","2015","OKH-HPO","Down",0.732642086311345,"Non-culvert"
"137","228000009966","228000009966-2015","2015","TG-HT","Up",0.0625845147440686,"Non-culvert"
"138","228000009966","228000009966-2015","2015","HT-BBI","Up",0.582821851441372,"Non-culvert"
"139","228000009966","228000009966-2015","2015","HT-BBI","Down",0.826849567534209,"Non-culvert"
"140","228000009966","228000009966-2015","2015","BBI-R6","Up",0.623121729471021,"Non-culvert"
"141","228000009966","228000009966-2015","2015","VCS-OKH","Down",1.02344077080956,"Non-culvert"
"142","228000009966","228000009966-2015","2015","OKH-HPO","Down",0.770825101211833,"Non-culvert"
"143","228000009967","228000009967-2014","2014","HT-BBI","Down",0.833397090535575,"Non-culvert"
"144","228000009968","228000009968-2014","2014","TG-HT","Down",0.0270441515090571,"Non-culvert"
"145","228000009968","228000009968-2014","2014","HT-BBI","Down",0.433025814015197,"Non-culvert"
"146","228000009970","228000009970-2014","2014","HT-BBI","Up",0.388257069443188,"Non-culvert"
"147","228000009970","228000009970-2014","2014","OKH-HPO","Up",0.593234687144843,"Non-culvert"
"148","228000009983","228000009983-2014","2014","TG-HT","Down",0.0282473990562076,"Non-culvert"
"149","228000009983","228000009983-2014","2014","HT-BBI","Down",0.764882609335374,"Non-culvert"
"150","228000009983","228000009983-2015","2015","HT-BBI","Up",0.728024404319561,"Non-culvert"
"151","228000009983","228000009983-2015","2015","BBI-R6","Up",0.499033674739556,"Non-culvert"
"152","228000009985","228000009985-2015","2015","TG-HT","Up",0.284352362523404,"Non-culvert"
"153","228000009985","228000009985-2015","2015","HT-BBI","Up",0.681211081675621,"Non-culvert"
"154","228000009985","228000009985-2015","2015","HT-BBI","Down",0.716080107027779,"Non-culvert"
"155","228000009985","228000009985-2015","2015","BBI-R6","Up",0.397932799980103,"Non-culvert"
"156","228000009985","228000009985-2015","2015","BBI-R6","Down",0.831748412841919,"Non-culvert"
"157","228000009985","228000009985-2015","2015","VCS-OKH","Down",1.10708626170446,"Non-culvert"
"158","228000009985","228000009985-2015","2015","OKH-HPO","Up",0.588756946217245,"Non-culvert"
"159","228000009985","228000009985-2015","2015","OKH-HPO","Down",0.804356006774643,"Non-culvert"
"160","228000009989","228000009989-2015","2015","TG-HT","Up",0.137841804094362,"Non-culvert"
"161","228000009989","228000009989-2015","2015","TG-HT","Down",0.0852566324470072,"Non-culvert"
"162","228000009989","228000009989-2015","2015","HT-BBI","Up",0.391175089971228,"Non-culvert"
"163","228000009989","228000009989-2015","2015","HT-BBI","Down",0.730014360938248,"Non-culvert"
"164","228000009989","228000009989-2015","2015","BBI-R6","Up",0.206489283171806,"Non-culvert"
"165","228000009989","228000009989-2015","2015","BBI-R6","Down",0.864532251154105,"Non-culvert"
"166","228000009989","228000009989-2015","2015","VCS-OKH","Up",0.562198206360967,"Non-culvert"
"167","228000009989","228000009989-2015","2015","VCS-OKH","Down",0.950437316903394,"Non-culvert"
"168","228000009989","228000009989-2015","2015","OKH-HPO","Down",0.81223829218965,"Non-culvert"
"169","228000009991","228000009991-2015","2015","TG-HT","Up",0.048987552343257,"Non-culvert"
"170","228000009991","228000009991-2015","2015","HT-BBI","Up",0.526581124577039,"Non-culvert"
"171","228000009991","228000009991-2015","2015","HT-BBI","Down",0.715670125386298,"Non-culvert"
"172","228000009991","228000009991-2015","2015","BBI-R6","Up",0.0914169629251824,"Non-culvert"
"173","228000009991","228000009991-2015","2015","BBI-R6","Down",0.867666835525,"Non-culvert"
"174","228000009991","228000009991-2015","2015","VCS-OKH","Up",0.217043941457388,"Non-culvert"
"175","228000009991","228000009991-2015","2015","VCS-OKH","Down",1.10583446332795,"Non-culvert"
"176","228000009991","228000009991-2015","2015","OKH-HPO","Up",0.524586933941355,"Non-culvert"
"177","228000009991","228000009991-2015","2015","OKH-HPO","Down",0.69333173110156,"Non-culvert"
"178","228000009991","228000009991-2016","2016","HT-BBI","Up",0.567748180423697,"Non-culvert"
"179","228000009991","228000009991-2016","2016","BBI-R6","Up",0.585988643519898,"Non-culvert"
"180","228000009992","228000009992-2015","2015","TG-HT","Up",0.289988142400348,"Non-culvert"
"181","228000009992","228000009992-2015","2015","HT-BBI","Up",0.759273089370177,"Non-culvert"
"182","228000009992","228000009992-2015","2015","HT-BBI","Down",0.94697557728293,"Non-culvert"
"183","228000009992","228000009992-2015","2015","BBI-R6","Up",0.438627470378554,"Non-culvert"
"184","228000009992","228000009992-2015","2015","BBI-R6","Down",0.892440126792117,"Non-culvert"
"185","228000009992","228000009992-2015","2015","VCS-OKH","Up",0.34022124812851,"Non-culvert"
"186","228000009992","228000009992-2015","2015","VCS-OKH","Down",1.33025027237993,"Non-culvert"
"187","228000009992","228000009992-2015","2015","OKH-HPO","Down",0.589119153871415,"Non-culvert"
"188","228000009992","228000009992-2016","2016","HT-BBI","Up",0.54811162069083,"Non-culvert"
"189","228000009992","228000009992-2016","2016","HT-BBI","Down",0.789848504467176,"Non-culvert"
"190","228000009992","228000009992-2016","2016","BBI-R6","Up",0.493616175666948,"Non-culvert"
"191","228000009992","228000009992-2016","2016","BBI-R6","Down",0.794757925177842,"Non-culvert"
"192","228000009992","228000009992-2016","2016","R6-BP","Down",0.870403504531876,"Non-culvert"
"193","228000009992","228000009992-2016","2016","BP-VCS","Up",0.576398362778105,"Non-culvert"
"194","228000009992","228000009992-2016","2016","BP-VCS","Down",0.946294673310509,"Non-culvert"
"195","228000009992","228000009992-2016","2016","OKH-HPO","Up",0.694380029785784,"Non-culvert"
"196","228000014403","228000014403-2014","2014","HT-BBI","Up",0.174272170847107,"Non-culvert"
"197","228000014406","228000014406-2015","2015","HT-BBI","Up",0.155427476518748,"Non-culvert"
"198","228000014406","228000014406-2015","2015","BBI-R6","Up",0.135937674437499,"Non-culvert"
"199","228000014406","228000014406-2015","2015","VCS-OKH","Up",0.166660986284364,"Non-culvert"
"200","228000014406","228000014406-2015","2015","OKH-HPO","Up",0.222345412232684,"Non-culvert"
"201","228000014408","228000014408-2014","2014","TG-HT","Down",0.092293273873812,"Non-culvert"
"202","228000014408","228000014408-2014","2014","HT-BBI","Down",0.771191326231924,"Non-culvert"
"203","228000014411","228000014411-2014","2014","TG-HT","Up",0.0172302074347551,"Non-culvert"
"204","228000014411","228000014411-2014","2014","HT-BBI","Up",0.209183211572975,"Non-culvert"
"205","228000014411","228000014411-2014","2014","OKH-HPO","Up",0.469693139348544,"Non-culvert"
"206","228000014414","228000014414-2014","2014","HT-BBI","Up",0.210283337834168,"Non-culvert"
"207","228000014414","228000014414-2014","2014","HT-BBI","Down",0.26527921289087,"Non-culvert"
"208","228000014423","228000014423-2015","2015","TG-HT","Up",0.195724138056797,"Non-culvert"
"209","228000014423","228000014423-2015","2015","HT-BBI","Up",0.761871456103208,"Non-culvert"
"210","228000014423","228000014423-2015","2015","HT-BBI","Down",0.509062990277974,"Non-culvert"
"211","228000014423","228000014423-2015","2015","BBI-R6","Up",0.633440776848238,"Non-culvert"
"212","228000014423","228000014423-2015","2015","BBI-R6","Down",1.00340527629102,"Non-culvert"
"213","228000014423","228000014423-2015","2015","VCS-OKH","Up",0.300423911075322,"Non-culvert"
"214","228000014423","228000014423-2015","2015","VCS-OKH","Down",1.18602958955562,"Non-culvert"
"215","228000014423","228000014423-2015","2015","OKH-HPO","Up",0.678274975559254,"Non-culvert"
"216","228000014423","228000014423-2015","2015","OKH-HPO","Down",0.867971689246201,"Non-culvert"
"217","228000014442","228000014442-2015","2015","TG-HT","Up",0.195411535781803,"Non-culvert"
"218","228000014442","228000014442-2015","2015","HT-BBI","Up",0.687695880603726,"Non-culvert"
"219","228000014442","228000014442-2015","2015","BBI-R6","Up",0.486296958293842,"Non-culvert"
"220","228000014442","228000014442-2015","2015","VCS-OKH","Up",0.31047619047619,"Non-culvert"
"221","228000014442","228000014442-2015","2015","OKH-HPO","Up",0.731273128996367,"Non-culvert"
"222","228000014443","228000014443-2015","2015","TG-HT","Up",0.184478250578637,"Non-culvert"
"223","228000014443","228000014443-2015","2015","HT-BBI","Up",0.550311061054853,"Non-culvert"
"224","228000014443","228000014443-2015","2015","BBI-R6","Up",0.501034745669443,"Non-culvert"
"225","228000014443","228000014443-2015","2015","VCS-OKH","Up",0.335000342470477,"Non-culvert"
"226","228000014444","228000014444-2015","2015","TG-HT","Up",0.278155237984745,"Non-culvert"
"227","228000014444","228000014444-2015","2015","HT-BBI","Up",0.535151561924604,"Non-culvert"
"228","228000014444","228000014444-2015","2015","HT-BBI","Down",0.704778630203164,"Non-culvert"
"229","228000014444","228000014444-2015","2015","BBI-R6","Down",0.747215988756906,"Non-culvert"
"230","228000014444","228000014444-2015","2015","VCS-OKH","Up",0.272864237428665,"Non-culvert"
"231","228000014444","228000014444-2015","2015","VCS-OKH","Down",1.27910018246411,"Non-culvert"
"232","228000014444","228000014444-2015","2015","OKH-HPO","Up",0.718237811928962,"Non-culvert"
"233","228000014444","228000014444-2015","2015","OKH-HPO","Down",0.477142420970412,"Non-culvert"
"234","228000014445","228000014445-2015","2015","TG-HT","Up",0.129209913153993,"Non-culvert"
"235","228000014445","228000014445-2015","2015","HT-BBI","Up",0.442520247135731,"Non-culvert"
"236","228000014445","228000014445-2015","2015","HT-BBI","Down",0.507047123813656,"Non-culvert"
"237","228000014445","228000014445-2015","2015","BBI-R6","Up",0.524053949705379,"Non-culvert"
"238","228000014445","228000014445-2015","2015","BBI-R6","Down",0.659871372919112,"Non-culvert"
"239","228000014445","228000014445-2015","2015","VCS-OKH","Down",1.23891563122762,"Non-culvert"
"240","228000014445","228000014445-2015","2015","OKH-HPO","Down",0.785571039482067,"Non-culvert"
"241","228000014445","228000014445-2016","2016","HT-BBI","Up",0.582356692502518,"Non-culvert"
"242","228000014445","228000014445-2016","2016","HT-BBI","Down",0.665947588824721,"Non-culvert"
"243","228000014445","228000014445-2016","2016","R6-BP","Down",0.406714427792142,"Non-culvert"
"244","228000014445","228000014445-2016","2016","BP-VCS","Up",0.617984673579785,"Non-culvert"
"245","228000014445","228000014445-2016","2016","BP-VCS","Down",0.683404539643503,"Non-culvert"
"246","228000014445","228000014445-2016","2016","VCS-OKH","Down",1.02301255332178,"Non-culvert"
"247","228000014445","228000014445-2016","2016","OKH-HPO","Up",0.39166096086185,"Non-culvert"
"248","228000014445","228000014445-2016","2016","OKH-HPO","Down",0.751568632797588,"Non-culvert"
"249","228000014447","228000014447-2015","2015","TG-HT","Up",0.244282809695077,"Non-culvert"
"250","228000014447","228000014447-2015","2015","HT-BBI","Up",0.477463712752128,"Non-culvert"
"251","228000014447","228000014447-2015","2015","BBI-R6","Up",0.322002742985135,"Non-culvert"
"252","228000014447","228000014447-2015","2015","VCS-OKH","Up",0.534893895856386,"Non-culvert"
"253","228000014448","228000014448-2015","2015","TG-HT","Up",0.073006952929247,"Non-culvert"
"254","228000014448","228000014448-2015","2015","HT-BBI","Up",0.27470201586105,"Non-culvert"
"255","228000014448","228000014448-2015","2015","HT-BBI","Down",0.689561619693374,"Non-culvert"
"256","228000014448","228000014448-2015","2015","BBI-R6","Up",0.549140806857482,"Non-culvert"
"257","228000014448","228000014448-2015","2015","VCS-OKH","Up",0.602439326077002,"Non-culvert"
"258","228000014448","228000014448-2015","2015","VCS-OKH","Down",1.01896228360663,"Non-culvert"
"259","228000014448","228000014448-2015","2015","OKH-HPO","Down",0.906502366596215,"Non-culvert"
"260","228000014450","228000014450-2015","2015","HT-BBI","Up",0.46174342204196,"Non-culvert"
"261","228000014450","228000014450-2015","2015","HT-BBI","Down",0.790905366196787,"Non-culvert"
"262","228000014450","228000014450-2015","2015","BBI-R6","Up",0.307756733419682,"Non-culvert"
"263","228000014450","228000014450-2015","2015","BBI-R6","Down",0.946700459283223,"Non-culvert"
"264","228000014450","228000014450-2015","2015","VCS-OKH","Down",1.31557707558863,"Non-culvert"
"265","228000014450","228000014450-2015","2015","OKH-HPO","Down",0.697544031462204,"Non-culvert"
"266","228000014451","228000014451-2015","2015","TG-HT","Up",0.242931932406101,"Non-culvert"
"267","228000014451","228000014451-2015","2015","HT-BBI","Up",0.440170064403197,"Non-culvert"
"268","228000014451","228000014451-2015","2015","HT-BBI","Down",0.996347813644096,"Non-culvert"
"269","228000014451","228000014451-2015","2015","BBI-R6","Up",0.396886264282257,"Non-culvert"
"270","228000014451","228000014451-2015","2015","VCS-OKH","Up",0.185248323653067,"Non-culvert"
"271","228000014451","228000014451-2015","2015","VCS-OKH","Down",1.23922959839653,"Non-culvert"
"272","228000014451","228000014451-2015","2015","OKH-HPO","Down",0.831629113898427,"Non-culvert"
"273","228000014452","228000014452-2015","2015","HT-BBI","Up",0.445191782780202,"Non-culvert"
"274","228000014452","228000014452-2015","2015","BBI-R6","Up",0.533242885269131,"Non-culvert"
"275","228000014453","228000014453-2015","2015","TG-HT","Up",0.168250135545018,"Non-culvert"
"276","228000014453","228000014453-2015","2015","HT-BBI","Up",0.620943508377432,"Non-culvert"
"277","228000014453","228000014453-2015","2015","BBI-R6","Up",0.555720859905008,"Non-culvert"
"278","228000014453","228000014453-2015","2015","VCS-OKH","Up",0.180582739417588,"Non-culvert"
"279","228000014453","228000014453-2015","2015","OKH-HPO","Up",0.820366300715054,"Non-culvert"
"280","228000014453","228000014453-2015","2015","OKH-HPO","Down",0.799952649925036,"Non-culvert"
"281","228000014454","228000014454-2015","2015","TG-HT","Up",0.409487842897373,"Non-culvert"
"282","228000014454","228000014454-2015","2015","HT-BBI","Up",0.733550432169929,"Non-culvert"
"283","228000014454","228000014454-2015","2015","OKH-HPO","Up",0.811476768477372,"Non-culvert"
"284","228000014457","228000014457-2015","2015","TG-HT","Up",0.194321444986164,"Non-culvert"
"285","228000014457","228000014457-2015","2015","HT-BBI","Up",0.583868386523917,"Non-culvert"
"286","228000014457","228000014457-2015","2015","HT-BBI","Down",0.390274113183005,"Non-culvert"
"287","228000014457","228000014457-2015","2015","BBI-R6","Down",0.870372641412252,"Non-culvert"
"288","228000014457","228000014457-2015","2015","VCS-OKH","Down",1.0545611358477,"Non-culvert"
"289","228000014457","228000014457-2015","2015","OKH-HPO","Up",0.821069707054085,"Non-culvert"
"290","228000014457","228000014457-2015","2015","OKH-HPO","Down",0.687422653928905,"Non-culvert"
"291","228000014457","228000014457-2016","2016","HT-BBI","Down",0.215702887304292,"Non-culvert"
"292","228000014457","228000014457-2016","2016","BBI-R6","Up",0.601634877384196,"Non-culvert"
"293","228000014457","228000014457-2016","2016","BBI-R6","Down",0.622745243550991,"Non-culvert"
"294","228000014457","228000014457-2016","2016","R6-BP","Down",0.733047544635207,"Non-culvert"
"295","228000014457","228000014457-2016","2016","BP-VCS","Down",0.823447165560995,"Non-culvert"
"296","228000014457","228000014457-2016","2016","VCS-OKH","Down",0.956198668355314,"Non-culvert"
"297","228000014457","228000014457-2016","2016","OKH-HPO","Up",0.72030689956461,"Non-culvert"
"298","228000014457","228000014457-2016","2016","OKH-HPO","Down",0.667115334018279,"Non-culvert"
"299","228000014458","228000014458-2015","2015","HT-BBI","Up",0.560241583526095,"Non-culvert"
"300","228000014458","228000014458-2015","2015","HT-BBI","Down",0.899227548743583,"Non-culvert"
"301","228000014458","228000014458-2015","2015","VCS-OKH","Down",1.15602837009749,"Non-culvert"
"302","228000014458","228000014458-2015","2015","OKH-HPO","Down",0.8081400559117,"Non-culvert"
