"","PIT","PITYear","Year","Location","Direction","GroundSpeed_mps","Culvert"
"1979","228000009985","228000009985-2015","2015","BBI","Down",0.191590720593521,"Culvert"
"1980","228000009985","228000009985-2015","2015","R6","Down",0.0852811558675293,"Culvert"
"1981","228000009985","228000009985-2015","2015","HPO","Up",0.287997026208882,"Non-culvert"
"1982","228000009985","228000009985-2015","2015","HPO","Down",0.393401014276202,"Non-culvert"
"1983","228000009985","228000009985-2015","2015","OKH","Up",0.0765649680182951,"Culvert"
"1984","228000009985","228000009985-2015","2015","OKH","Down",0.323668950487072,"Culvert"
"1985","228000009985","228000009985-2015","2015","SH","Down",0.103377906643341,"Culvert"
"1986","228000009989","228000009989-2015","2015","HT","Up",0.0592195171353119,"Culvert"
"1987","228000009989","228000009989-2015","2015","HT","Down",0.166530263689871,"Culvert"
"1988","228000009989","228000009989-2015","2015","BBI","Up",0.0843772804988473,"Culvert"
"1989","228000009989","228000009989-2015","2015","BBI","Down",0.230730855611548,"Culvert"
"1990","228000009989","228000009989-2015","2015","R6","Up",0.0938185611985132,"Culvert"
"1991","228000009989","228000009989-2015","2015","R6","Down",0.245967579847162,"Culvert"
"1992","228000009989","228000009989-2015","2015","HPO","Down",0.343985797152309,"Non-culvert"
"1993","228000009989","228000009989-2015","2015","OKH","Up",0.396129032258065,"Culvert"
"1994","228000009989","228000009989-2015","2015","OKH","Down",0.0755692307692308,"Culvert"
"1995","228000009989","228000009989-2015","2015","SH","Up",0.126886823513016,"Culvert"
"1996","228000009989","228000009989-2015","2015","SH","Down",0.0577367205394092,"Culvert"
"1997","228000009991","228000009991-2015","2015","HT","Up",0.0468956671592159,"Culvert"
"1998","228000009991","228000009991-2015","2015","HT","Down",0.242198416371063,"Culvert"
"1999","228000009991","228000009991-2015","2015","BBI","Up",0.212725181984335,"Culvert"
"2000","228000009991","228000009991-2015","2015","BBI","Down",0.0665723059344447,"Culvert"
"2001","228000009991","228000009991-2015","2015","R6","Up",0.210898430729242,"Culvert"
"2002","228000009991","228000009991-2015","2015","HPO","Up",0.38139763904828,"Non-culvert"
"2003","228000009991","228000009991-2015","2015","HPO","Down",0.273754857494326,"Non-culvert"
"2004","228000009991","228000009991-2015","2015","OKH","Up",0.239656518672144,"Culvert"
"2005","228000009991","228000009991-2015","2015","OKH","Down",0.326017699115044,"Culvert"
"2006","228000009991","228000009991-2016","2016","BBI","Up",0.344549292440322,"Culvert"
"2007","228000009991","228000009991-2016","2016","BP","Up",0.184992978857421,"Non-culvert"
"2008","228000009992","228000009992-2015","2015","HT","Up",0.268410185616904,"Culvert"
"2009","228000009992","228000009992-2015","2015","HT","Down",0.145201824356391,"Culvert"
"2010","228000009992","228000009992-2015","2015","BBI","Up",0.087733164730267,"Culvert"
"2011","228000009992","228000009992-2015","2015","BBI","Down",0.0303371523516836,"Culvert"
"2012","228000009992","228000009992-2015","2015","R6","Up",0.0765897220643858,"Culvert"
"2013","228000009992","228000009992-2015","2015","R6","Down",0.296111568460723,"Culvert"
"2014","228000009992","228000009992-2015","2015","HPO","Down",0.240459199361266,"Non-culvert"
"2015","228000009992","228000009992-2015","2015","OKH","Up",0.244686503812441,"Culvert"
"2016","228000009992","228000009992-2015","2015","OKH","Down",0.295808575648661,"Culvert"
"2017","228000009992","228000009992-2015","2015","SH","Up",0.160389935036321,"Culvert"
"2018","228000009992","228000009992-2015","2015","SH","Down",0.0242617496167026,"Culvert"
"2019","228000009992","228000009992-2016","2016","HT","Up",0.0741480108280542,"Culvert"
"2020","228000009992","228000009992-2016","2016","HT","Down",0.338737695215156,"Culvert"
"2021","228000009992","228000009992-2016","2016","BBI","Up",0.157366451250464,"Culvert"
"2022","228000009992","228000009992-2016","2016","BBI","Down",0.0467030193005774,"Culvert"
"2023","228000009992","228000009992-2016","2016","R6","Down",0.177179613420228,"Culvert"
"2024","228000009992","228000009992-2016","2016","BP","Up",0.215566306291511,"Non-culvert"
"2025","228000009992","228000009992-2016","2016","BP","Down",0.638163436980371,"Non-culvert"
"2026","228000009992","228000009992-2016","2016","HPO","Up",0.503573745755231,"Non-culvert"
"2027","228000009992","228000009992-2016","2016","HPO","Down",0.552387741682391,"Non-culvert"
"2028","228000009992","228000009992-2016","2016","SH","Up",0.169573643439344,"Culvert"
"2029","228000009992","228000009992-2016","2016","SH","Down",0.0134621033044951,"Culvert"
"2030","228000014403","228000014403-2014","2014","BBI","Up",0.0688705234453191,"Culvert"
"2031","228000014403","228000014403-2014","2014","OKH","Up",0.0222840551683102,"Culvert"
"2032","228000014406","228000014406-2015","2015","HT","Up",0.0422298821522728,"Culvert"
"2033","228000014406","228000014406-2015","2015","BBI","Up",0.0783566285788762,"Culvert"
"2034","228000014406","228000014406-2015","2015","R6","Up",0.208532260257848,"Culvert"
"2035","228000014406","228000014406-2015","2015","HPO","Up",0.248,"Non-culvert"
"2036","228000014406","228000014406-2015","2015","OKH","Up",0.226040004882124,"Culvert"
"2037","228000014408","228000014408-2014","2014","HT","Down",0.468234116835146,"Culvert"
"2038","228000014408","228000014408-2014","2014","BBI","Up",0.0112054205968901,"Culvert"
"2039","228000014408","228000014408-2014","2014","BBI","Down",0.117909496542361,"Culvert"
"2040","228000014408","228000014408-2014","2014","OKH","Down",0.167014235255881,"Culvert"
"2041","228000014411","228000014411-2014","2014","HT","Up",0.0994158258098778,"Culvert"
"2042","228000014411","228000014411-2014","2014","BBI","Up",0.0951059016383782,"Culvert"
"2043","228000014411","228000014411-2014","2014","OKH","Up",0.065488676365233,"Culvert"
"2044","228000014411","228000014411-2014","2014","OKH","Down",0.265303182806987,"Culvert"
"2045","228000014411","228000014411-2014","2014","SH","Up",0.122783518328313,"Culvert"
"2046","228000014411","228000014411-2014","2014","SH","Down",0.0239887346398386,"Culvert"
"2047","228000014414","228000014414-2014","2014","BBI","Up",0.0533059280111931,"Culvert"
"2048","228000014414","228000014414-2014","2014","BBI","Down",0.0808707815804521,"Culvert"
"2049","228000014417","228000014417-2014","2014","BBI","Up",0.172649785333833,"Culvert"
"2050","228000014417","228000014417-2014","2014","BBI","Down",0.0290114163849719,"Culvert"
"2051","228000014423","228000014423-2015","2015","HT","Up",0.0385817099614743,"Culvert"
"2052","228000014423","228000014423-2015","2015","HT","Down",0.0405848379255066,"Culvert"
"2053","228000014423","228000014423-2015","2015","BBI","Up",0.0510260370554098,"Culvert"
"2054","228000014423","228000014423-2015","2015","R6","Up",0.0860613054905888,"Culvert"
"2055","228000014423","228000014423-2015","2015","R6","Down",0.361257163152894,"Culvert"
"2056","228000014423","228000014423-2015","2015","HPO","Up",0.465186072033179,"Non-culvert"
"2057","228000014423","228000014423-2015","2015","HPO","Down",0.561187547582289,"Non-culvert"
"2058","228000014423","228000014423-2015","2015","OKH","Up",0.113514512862298,"Culvert"
"2059","228000014423","228000014423-2015","2015","OKH","Down",0.454254007932442,"Culvert"
"2060","228000014423","228000014423-2015","2015","SH","Up",0.126561472794674,"Culvert"
"2061","228000014423","228000014423-2015","2015","SH","Down",0.0596806696724409,"Culvert"
"2062","228000014442","228000014442-2015","2015","HT","Up",0.0372161078954687,"Culvert"
"2063","228000014442","228000014442-2015","2015","BBI","Up",0.156965891769827,"Culvert"
"2064","228000014442","228000014442-2015","2015","R6","Up",0.112265692449544,"Culvert"
"2065","228000014442","228000014442-2015","2015","HPO","Up",0.53264604985557,"Non-culvert"
"2066","228000014442","228000014442-2015","2015","OKH","Up",0.143580949454183,"Culvert"
"2067","228000014443","228000014443-2015","2015","HT","Up",0.0880394296375275,"Culvert"
"2068","228000014443","228000014443-2015","2015","BBI","Up",0.227757715196558,"Culvert"
"2069","228000014443","228000014443-2015","2015","R6","Up",0.209654746748053,"Culvert"
"2070","228000014443","228000014443-2015","2015","OKH","Up",0.231610713021834,"Culvert"
"2071","228000014443","228000014443-2015","2015","SH","Up",0.263085964775902,"Culvert"
"2072","228000014444","228000014444-2015","2015","HT","Down",0.116941529221449,"Culvert"
"2073","228000014444","228000014444-2015","2015","BBI","Up",0.235708825239992,"Culvert"
"2074","228000014444","228000014444-2015","2015","BBI","Down",0.0766616940122045,"Culvert"
"2075","228000014444","228000014444-2015","2015","R6","Down",0.326307363761371,"Culvert"
"2076","228000014444","228000014444-2015","2015","HPO","Up",0.712971473008966,"Non-culvert"
"2077","228000014444","228000014444-2015","2015","HPO","Down",0.302971072052966,"Non-culvert"
"2078","228000014444","228000014444-2015","2015","OKH","Up",0.0585300753003313,"Culvert"
"2079","228000014444","228000014444-2015","2015","OKH","Down",0.328517924414677,"Culvert"
"2080","228000014444","228000014444-2015","2015","SH","Up",0.0494502671635193,"Culvert"
"2081","228000014444","228000014444-2015","2015","SH","Down",0.0940492475753446,"Culvert"
"2082","228000014445","228000014445-2015","2015","HT","Down",0.14337796019636,"Culvert"
"2083","228000014445","228000014445-2015","2015","BBI","Up",0.0142222358886796,"Culvert"
"2084","228000014445","228000014445-2015","2015","BBI","Down",0.109385470431396,"Culvert"
"2085","228000014445","228000014445-2015","2015","R6","Up",0.0649592079616879,"Culvert"
"2086","228000014445","228000014445-2015","2015","R6","Down",0.123930931093373,"Culvert"
"2087","228000014445","228000014445-2015","2015","HPO","Down",0.308028615801339,"Non-culvert"
"2088","228000014445","228000014445-2015","2015","OKH","Up",0.242368421052632,"Culvert"
"2089","228000014445","228000014445-2015","2015","OKH","Down",0.509543570481073,"Culvert"
"2090","228000014445","228000014445-2015","2015","SH","Up",0.120395271670336,"Culvert"
"2091","228000014445","228000014445-2015","2015","SH","Down",0.0453133091733557,"Culvert"
"2092","228000014445","228000014445-2016","2016","HT","Down",0.150545244048086,"Culvert"
"2093","228000014445","228000014445-2016","2016","BBI","Up",0.0422844256187339,"Culvert"
"2094","228000014445","228000014445-2016","2016","BBI","Down",0.160488115124777,"Culvert"
"2095","228000014445","228000014445-2016","2016","BP","Down",0.274805006372399,"Non-culvert"
"2096","228000014445","228000014445-2016","2016","HPO","Up",0.34171076096378,"Non-culvert"
"2097","228000014445","228000014445-2016","2016","HPO","Down",0.506535949291079,"Non-culvert"
"2098","228000014445","228000014445-2016","2016","OKH","Down",0.309527810501628,"Culvert"
"2099","228000014445","228000014445-2016","2016","SH","Up",0.18248175180832,"Culvert"
"2100","228000014445","228000014445-2016","2016","SH","Down",0.0328509505433179,"Culvert"
"2101","228000014447","228000014447-2015","2015","BBI","Up",0.200897705240765,"Culvert"
"2102","228000014447","228000014447-2015","2015","R6","Up",0.0374732662120803,"Culvert"
"2103","228000014447","228000014447-2015","2015","OKH","Up",0.227913882890558,"Culvert"
"2104","228000014447","228000014447-2015","2015","SH","Up",0.263050014281983,"Culvert"
"2105","228000014448","228000014448-2015","2015","HT","Up",0.0250629250796311,"Culvert"
"2106","228000014448","228000014448-2015","2015","HT","Down",0.206850828729282,"Culvert"
"2107","228000014448","228000014448-2015","2015","BBI","Up",0.167319867205696,"Culvert"
"2108","228000014448","228000014448-2015","2015","BBI","Down",0.0762865625707266,"Culvert"
"2109","228000014448","228000014448-2015","2015","R6","Up",0.142384799860121,"Culvert"
"2110","228000014448","228000014448-2015","2015","HPO","Down",0.644222777924469,"Non-culvert"
"2111","228000014448","228000014448-2015","2015","OKH","Up",0.126224902292699,"Culvert"
"2112","228000014448","228000014448-2015","2015","OKH","Down",0.579974811257276,"Culvert"
"2113","228000014448","228000014448-2015","2015","SH","Up",0.13274946556283,"Culvert"
"2114","228000014448","228000014448-2015","2015","SH","Down",0.198208402210494,"Culvert"
"2115","228000014450","228000014450-2015","2015","HT","Down",0.0982759706773295,"Culvert"
"2116","228000014450","228000014450-2015","2015","BBI","Up",0.116807677769911,"Culvert"
"2117","228000014450","228000014450-2015","2015","BBI","Down",0.0395451241919908,"Culvert"
"2118","228000014450","228000014450-2015","2015","R6","Up",0.0955200099872276,"Culvert"
"2119","228000014450","228000014450-2015","2015","R6","Down",0.15828027120114,"Culvert"
"2120","228000014450","228000014450-2015","2015","HPO","Down",0.287997026208882,"Non-culvert"
"2121","228000014450","228000014450-2015","2015","OKH","Up",0.0367995205309255,"Culvert"
"2122","228000014450","228000014450-2015","2015","OKH","Down",0.135451136103451,"Culvert"
"2123","228000014450","228000014450-2015","2015","SH","Up",0.339506172553987,"Culvert"
"2124","228000014450","228000014450-2015","2015","SH","Down",0.0883960141511045,"Culvert"
"2125","228000014451","228000014451-2015","2015","HT","Down",0.175801059288884,"Culvert"
"2126","228000014451","228000014451-2015","2015","BBI","Up",0.123316891096868,"Culvert"
"2127","228000014451","228000014451-2015","2015","BBI","Down",0.0596133190118153,"Culvert"
"2128","228000014451","228000014451-2015","2015","HPO","Down",0.322513525144702,"Non-culvert"
"2129","228000014451","228000014451-2015","2015","OKH","Down",0.289713745722401,"Culvert"
"2130","228000014451","228000014451-2015","2015","SH","Up",0.0426451041115043,"Culvert"
"2131","228000014451","228000014451-2015","2015","SH","Down",0.0495967845983276,"Culvert"
"2132","228000014452","228000014452-2015","2015","HT","Up",0.0934504791976352,"Culvert"
"2133","228000014452","228000014452-2015","2015","BBI","Up",0.0968383584782982,"Culvert"
"2134","228000014452","228000014452-2015","2015","R6","Up",0.312324429296257,"Culvert"
"2135","228000014452","228000014452-2015","2015","OKH","Up",0.293779904082799,"Culvert"
"2136","228000014452","228000014452-2015","2015","SH","Up",0.499351492187054,"Culvert"
"2137","228000014453","228000014453-2015","2015","HT","Up",0.092658588752414,"Culvert"
"2138","228000014453","228000014453-2015","2015","BBI","Up",0.292136014287967,"Culvert"
"2139","228000014453","228000014453-2015","2015","R6","Up",0.0987421079038362,"Culvert"
"2140","228000014453","228000014453-2015","2015","HPO","Up",0.552387741682391,"Non-culvert"
"2141","228000014453","228000014453-2015","2015","HPO","Down",0.49871299993722,"Non-culvert"
"2142","228000014453","228000014453-2015","2015","OKH","Up",0.0967640261092191,"Culvert"
"2143","228000014453","228000014453-2015","2015","SH","Up",0.0610065284521206,"Culvert"
"2144","228000014453","228000014453-2015","2015","SH","Down",0.0195391798610113,"Culvert"
"2145","228000014454","228000014454-2015","2015","HT","Up",0.0672578072304031,"Culvert"
"2146","228000014454","228000014454-2015","2015","BBI","Up",0.204963439156257,"Culvert"
"2147","228000014454","228000014454-2015","2015","HPO","Up",0.0475985750634392,"Non-culvert"
"2148","228000014454","228000014454-2015","2015","OKH","Up",0.355942028985507,"Culvert"
"2149","228000014454","228000014454-2015","2015","SH","Up",0.183298419381986,"Culvert"
"2150","228000014457","228000014457-2015","2015","HT","Up",0.0326325698127029,"Culvert"
"2151","228000014457","228000014457-2015","2015","HT","Down",0.103482587064677,"Culvert"
"2152","228000014457","228000014457-2015","2015","BBI","Up",0.0855953115234994,"Culvert"
"2153","228000014457","228000014457-2015","2015","BBI","Down",0.233664533531731,"Culvert"
"2154","228000014457","228000014457-2015","2015","R6","Down",0.284709935786133,"Culvert"
"2155","228000014457","228000014457-2015","2015","HPO","Down",0.377680312241895,"Non-culvert"
"2156","228000014457","228000014457-2015","2015","OKH","Up",0.378545007352269,"Culvert"
"2157","228000014457","228000014457-2015","2015","OKH","Down",0.24462151409913,"Culvert"
"2158","228000014457","228000014457-2015","2015","SH","Up",0.10580411121219,"Culvert"
"2159","228000014457","228000014457-2015","2015","SH","Down",0.0637185131464842,"Culvert"
"2160","228000014457","228000014457-2016","2016","HT","Down",0.318801090021809,"Culvert"
"2161","228000014457","228000014457-2016","2016","BBI","Up",0.0754096578691835,"Culvert"
"2162","228000014457","228000014457-2016","2016","BBI","Down",0.203415921305385,"Culvert"
"2163","228000014457","228000014457-2016","2016","R6","Down",0.22085379957881,"Culvert"
"2164","228000014457","228000014457-2016","2016","BP","Down",0.407641598696362,"Non-culvert"
"2165","228000014457","228000014457-2016","2016","HPO","Up",0.588012136627159,"Non-culvert"
"2166","228000014457","228000014457-2016","2016","HPO","Down",0.373493975903614,"Non-culvert"
"2167","228000014457","228000014457-2016","2016","OKH","Down",0.254068965517241,"Culvert"
"2168","228000014457","228000014457-2016","2016","SH","Up",0.0634037086773647,"Culvert"
"2169","228000014457","228000014457-2016","2016","SH","Down",0.366946244491081,"Culvert"
"2170","228000014458","228000014458-2015","2015","HT","Down",0.839612486401019,"Culvert"
"2171","228000014458","228000014458-2015","2015","BBI","Up",0.0608259173167765,"Culvert"
"2172","228000014458","228000014458-2015","2015","BBI","Down",0.0593620980989189,"Culvert"
"2173","228000014458","228000014458-2015","2015","HPO","Down",0.631621842872635,"Non-culvert"
"2174","228000014458","228000014458-2015","2015","OKH","Up",0.060209851913773,"Culvert"
"2175","228000014458","228000014458-2015","2015","OKH","Down",0.394010695187166,"Culvert"
"2176","228000014458","228000014458-2015","2015","SH","Up",0.469970702687306,"Culvert"
"2177","228000014458","228000014458-2015","2015","SH","Down",0.124563219909096,"Culvert"
"2178","228000014459","228000014459-2015","2015","HT","Up",0.0772111593380503,"Culvert"
"2179","228000014459","228000014459-2015","2015","HT","Down",0.0580335552944779,"Culvert"
"2180","228000014459","228000014459-2015","2015","BBI","Up",0.0328760307109613,"Culvert"
"2181","228000014459","228000014459-2015","2015","BBI","Down",0.176954470168429,"Culvert"
"2182","228000014459","228000014459-2015","2015","R6","Up",0.0481602243003356,"Culvert"
"2183","228000014459","228000014459-2015","2015","R6","Down",0.0744533190534387,"Culvert"
"2184","228000014459","228000014459-2015","2015","HPO","Up",0.488958993478282,"Non-culvert"
"2185","228000014459","228000014459-2015","2015","HPO","Down",0.421653969083,"Non-culvert"
"2186","228000014459","228000014459-2015","2015","OKH","Up",0.21148105648873,"Culvert"
"2187","228000014459","228000014459-2015","2015","SH","Up",0.0539654061024578,"Culvert"
"2188","228000014459","228000014459-2015","2015","SH","Down",0.0648606759071203,"Culvert"
"2189","228000014460","228000014460-2015","2015","HT","Up",0.117970305753573,"Culvert"
"2190","228000014460","228000014460-2015","2015","HT","Down",0.104271104835005,"Culvert"
"2191","228000014460","228000014460-2015","2015","BBI","Up",0.166167664670659,"Culvert"
"2192","228000014460","228000014460-2015","2015","BBI","Down",0.0636453292369601,"Culvert"
"2193","228000014460","228000014460-2015","2015","R6","Up",0.189307163654296,"Culvert"
"2194","228000014460","228000014460-2015","2015","R6","Down",0.142940626476896,"Culvert"
"2195","228000014460","228000014460-2015","2015","HPO","Up",0.547703176520633,"Non-culvert"
"2196","228000014460","228000014460-2015","2015","HPO","Down",0.421195649990851,"Non-culvert"
"2197","228000014460","228000014460-2015","2015","OKH","Up",0.13782267105766,"Culvert"
"2198","228000014460","228000014460-2015","2015","SH","Up",0.0656772432830552,"Culvert"
"2199","228000014460","228000014460-2015","2015","SH","Down",0.0787804378503391,"Culvert"
"2200","228000014460","228000014460-2016","2016","HT","Up",0.169546788410139,"Culvert"
"2201","228000014460","228000014460-2016","2016","HT","Down",0.333404573898662,"Culvert"
"2202","228000014460","228000014460-2016","2016","BBI","Down",0.0737482725685924,"Culvert"
"2203","228000014460","228000014460-2016","2016","BP","Up",0.266561098295206,"Non-culvert"
"2204","228000014460","228000014460-2016","2016","BP","Down",0.52713987456412,"Non-culvert"
"2205","228000014460","228000014460-2016","2016","HPO","Up",0.478099937184573,"Non-culvert"
"2206","228000014460","228000014460-2016","2016","HPO","Down",0.513585158653504,"Non-culvert"
"2207","228000014460","228000014460-2016","2016","SH","Up",0.0211190345584202,"Culvert"
"2208","228000014460","228000014460-2016","2016","SH","Down",0.0117217232455473,"Culvert"
"2209","228000014461","228000014461-2015","2015","HT","Up",0.0974269297755685,"Culvert"
"2210","228000014461","228000014461-2015","2015","BBI","Up",0.162309177021444,"Culvert"
"2211","228000014461","228000014461-2015","2015","R6","Up",0.145083989743838,"Culvert"
"2212","228000014462","228000014462-2016","2016","HT","Up",0.0531655060390722,"Culvert"
"2213","228000014462","228000014462-2016","2016","HT","Down",0.472488642327411,"Culvert"
"2214","228000014462","228000014462-2016","2016","BBI","Up",0.0390339278639255,"Culvert"
"2215","228000014462","228000014462-2016","2016","BBI","Down",0.0719396484661013,"Culvert"
"2216","228000014462","228000014462-2016","2016","BP","Up",0.13645575323804,"Non-culvert"
"2217","228000014462","228000014462-2016","2016","HPO","Up",0.0822542984254584,"Non-culvert"
"2218","228000014462","228000014462-2016","2016","HPO","Down",0.281818181818182,"Non-culvert"
"2219","228000014462","228000014462-2016","2016","OKH","Up",0.0508053839444702,"Culvert"
"2220","228000014462","228000014462-2016","2016","OKH","Down",0.519165726891141,"Culvert"
"2221","228000014462","228000014462-2016","2016","SH","Down",0.148752028338092,"Culvert"
"2222","228000014464","228000014464-2015","2015","HT","Down",0.832592064903738,"Culvert"
"2223","228000014464","228000014464-2015","2015","BBI","Up",0.212091103777162,"Culvert"
"2224","228000014464","228000014464-2015","2015","BBI","Down",0.217051232074303,"Culvert"
"2225","228000014464","228000014464-2015","2015","HPO","Down",0.384615382795048,"Non-culvert"
"2226","228000014464","228000014464-2015","2015","OKH","Up",0.271881918819188,"Culvert"
"2227","228000014464","228000014464-2015","2015","OKH","Down",0.485119831080343,"Culvert"
"2228","228000014464","228000014464-2015","2015","SH","Up",0.0658074661604512,"Culvert"
"2229","228000014464","228000014464-2015","2015","SH","Down",0.0730356262278547,"Culvert"
"2230","228000014464","228000014464-2016","2016","HT","Up",0.161412706045264,"Culvert"
"2231","228000014464","228000014464-2016","2016","BBI","Up",0.0695820064792295,"Culvert"
"2232","228000014464","228000014464-2016","2016","R6","Up",0.0185040049139076,"Culvert"
"2233","228000014464","228000014464-2016","2016","BP","Up",0.211917750706099,"Non-culvert"
"2234","228000014464","228000014464-2016","2016","BP","Down",0.453389195368763,"Non-culvert"
"2235","228000014464","228000014464-2016","2016","HPO","Up",0.441343958999391,"Non-culvert"
"2236","228000014464","228000014464-2016","2016","HPO","Down",0.51426675742077,"Non-culvert"
"2237","228000014464","228000014464-2016","2016","OKH","Up",0.304563491967442,"Culvert"
"2238","228000014464","228000014464-2016","2016","OKH","Down",0.267421602343148,"Culvert"
"2239","228000014464","228000014464-2016","2016","SH","Up",0.761772853760572,"Culvert"
"2240","228000014464","228000014464-2016","2016","SH","Down",0.0333333333333333,"Culvert"
"2241","228000014468","228000014468-2015","2015","HT","Up",0.0579810694224484,"Culvert"
"2242","228000014468","228000014468-2015","2015","HT","Down",0.371664548694761,"Culvert"
"2243","228000014468","228000014468-2015","2015","BBI","Up",0.186793214934628,"Culvert"
"2244","228000014468","228000014468-2015","2015","HPO","Down",0.214147554234495,"Non-culvert"
"2245","228000014468","228000014468-2015","2015","OKH","Up",0.2641617667426,"Culvert"
"2246","228000014468","228000014468-2015","2015","OKH","Down",0.706559265330569,"Culvert"
"2247","228000014468","228000014468-2015","2015","SH","Up",0.427492782860996,"Culvert"
"2248","228000014468","228000014468-2015","2015","SH","Down",0.0530683133911173,"Culvert"
"2249","228000014468","228000014468-2016","2016","HT","Up",0.0777150448294491,"Culvert"
"2250","228000014468","228000014468-2016","2016","HT","Down",0.214747854749984,"Culvert"
"2251","228000014468","228000014468-2016","2016","BBI","Up",0.192068106286937,"Culvert"
"2252","228000014468","228000014468-2016","2016","BBI","Down",0.289817232375979,"Culvert"
"2253","228000014468","228000014468-2016","2016","BP","Up",0.328419683537091,"Non-culvert"
"2254","228000014468","228000014468-2016","2016","BP","Down",0.516800273990648,"Non-culvert"
"2255","228000014468","228000014468-2016","2016","HPO","Up",0.453747074626356,"Non-culvert"
"2256","228000014468","228000014468-2016","2016","HPO","Down",0.354528817596766,"Non-culvert"
"2257","228000014468","228000014468-2016","2016","OKH","Down",0.519165726891141,"Culvert"
"2258","228000014468","228000014468-2016","2016","SH","Up",0.200187187841283,"Culvert"
"2259","228000014468","228000014468-2016","2016","SH","Down",0.0187089375253398,"Culvert"
"2260","228000014469","228000014469-2015","2015","HT","Down",0.0408540950133199,"Culvert"
"2261","228000014469","228000014469-2015","2015","BBI","Up",0.0625873968328735,"Culvert"
"2262","228000014469","228000014469-2015","2015","BBI","Down",0.139692927191935,"Culvert"
"2263","228000014469","228000014469-2015","2015","R6","Up",0.073422585107765,"Culvert"
"2264","228000014469","228000014469-2015","2015","R6","Down",0.311449526468024,"Culvert"
"2265","228000014469","228000014469-2015","2015","HPO","Down",0.357967665859656,"Non-culvert"
"2266","228000014469","228000014469-2015","2015","OKH","Down",0.017102905265655,"Culvert"
"2267","228000014469","228000014469-2015","2015","SH","Up",0.386158474318146,"Culvert"
"2268","228000014469","228000014469-2015","2015","SH","Down",0.19179037582892,"Culvert"
"2269","228000014471","228000014471-2015","2015","BBI","Up",0.157751122656245,"Culvert"
"2270","228000014471","228000014471-2015","2015","HPO","Up",0.463239688652983,"Non-culvert"
"2271","228000014471","228000014471-2015","2015","HPO","Down",0.465186072033179,"Non-culvert"
"2272","228000014471","228000014471-2015","2015","OKH","Up",0.125768127783711,"Culvert"
"2273","228000014471","228000014471-2015","2015","SH","Up",0.257904608426376,"Culvert"
"2274","228000014471","228000014471-2015","2015","SH","Down",0.0506552286747176,"Culvert"
"2275","228000014472","228000014472-2015","2015","HT","Down",0.364514369980224,"Culvert"
"2276","228000014472","228000014472-2015","2015","BBI","Up",0.106841720240104,"Culvert"
"2277","228000014472","228000014472-2015","2015","BBI","Down",0.0793219757798087,"Culvert"
"2278","228000014472","228000014472-2015","2015","R6","Up",0.0376525497839701,"Culvert"
"2279","228000014472","228000014472-2015","2015","HPO","Up",0.0372435003811672,"Non-culvert"
"2280","228000014472","228000014472-2015","2015","HPO","Down",0.330349530579632,"Non-culvert"
"2281","228000014472","228000014472-2015","2015","OKH","Up",0.21617181072355,"Culvert"
"2282","228000014472","228000014472-2015","2015","OKH","Down",0.485119831080343,"Culvert"
"2283","228000014472","228000014472-2015","2015","SH","Up",0.152535657628578,"Culvert"
"2284","228000014472","228000014472-2015","2015","SH","Down",0.171065493689631,"Culvert"
"2285","228000014472","228000014472-2016","2016","HT","Up",0.0307185381128401,"Culvert"
"2286","228000014472","228000014472-2016","2016","BBI","Up",0.114480197974762,"Culvert"
"2287","228000014472","228000014472-2016","2016","BP","Up",0.359089832241279,"Non-culvert"
"2288","228000014472","228000014472-2016","2016","HPO","Up",0.608320250722026,"Non-culvert"
"2289","228000014472","228000014472-2016","2016","SH","Up",0.298959465268487,"Culvert"
"2290","228000014473","228000014473-2015","2015","HT","Up",0.108551944920228,"Culvert"
"2291","228000014473","228000014473-2015","2015","HT","Down",0.551821719509203,"Culvert"
"2292","228000014473","228000014473-2015","2015","BBI","Up",0.154158102335816,"Culvert"
"2293","228000014473","228000014473-2015","2015","BBI","Down",0.11639612428174,"Culvert"
"2294","228000014473","228000014473-2015","2015","R6","Up",0.203014508124749,"Culvert"
"2295","228000014473","228000014473-2015","2015","HPO","Down",0.508864083407366,"Non-culvert"
"2296","228000014473","228000014473-2015","2015","OKH","Up",0.26461715310673,"Culvert"
"2297","228000014473","228000014473-2015","2015","SH","Up",0.351726658017383,"Culvert"
"2298","228000014473","228000014473-2015","2015","SH","Down",0.0858608385187593,"Culvert"
"2299","228000014475","228000014475-2015","2015","HT","Up",0.0634206496493789,"Culvert"
"2300","228000014475","228000014475-2015","2015","HT","Down",0.511867001704355,"Culvert"
"2301","228000014475","228000014475-2015","2015","BBI","Up",0.166078161555177,"Culvert"
"2302","228000014475","228000014475-2015","2015","BBI","Down",0.101369863013699,"Culvert"
"2303","228000014475","228000014475-2015","2015","R6","Up",0.159141184124919,"Culvert"
"2304","228000014475","228000014475-2015","2015","HPO","Up",0.394602854006373,"Non-culvert"
"2305","228000014475","228000014475-2015","2015","HPO","Down",0.513245036354097,"Non-culvert"
"2306","228000014475","228000014475-2015","2015","OKH","Up",0.209508644040216,"Culvert"
"2307","228000014475","228000014475-2015","2015","OKH","Down",0.496763755067424,"Culvert"
"2308","228000014475","228000014475-2015","2015","SH","Up",0.312906372008586,"Culvert"
